en,es,i18n_id,zh
"Board Line 251 on the lane closest to the station, two stops behind the crosswalk.","S<0x00FA>base a la l<0x00ED>nea 251 en el carril m<0x00E1>s cercano a la estaci<0x00F3>n, dos paradas detr<0x00E1>s del cruce peatonal.",w19_16,<0x5728><0x79BB><0x5730><0x94C1><0x7AD9><0x6700><0x8FD1><0x7684><0x8F66><0x9053><0xFF0C><0x4EBA><0x884C><0x9053><0x540E><0x4E24><0x7AD9><0x642D><0x4E58>251<0x8DEF><0x5DF4><0x58EB><0x3002>
Board Line 34 around the corner on Fargo Ave.,S<0x00FA>base a la l<0x00ED>nea 34 a la vuelta de la esquina en Fargo Ave.,w19_17,<0x5728> Fargo Ave. <0x8857><0x89D2><0x642D><0x4E58>34<0x8DEF><0x5DF4><0x58EB><0x3002>
"Board Line 47 on High St. In place of Line 801, Line 1 will serve this stop 24 hours a day.","S<0x00FA>base a la l<0x00ED>nea 47 en 14th St. En lugar de la l<0x00ED>nea 801, la l<0x00ED>nea 1 dar<0x00E1> servicio a esta parada las 24 horas del d<0x00ED>a.",w19_18,<0x5728> High St. <0x642D><0x4E58>47<0x8DEF><0x5DF4><0x58EB><0xFF0C>1<0x8DEF><0x4EE3><0x66FF>801<0x8DEF><0x5168><0x5929><0x670D><0x52A1><0x672C><0x7AD9><0x3002>
"Board Line 47 on High St. In place of Line 801, Line 1 will serve this stop 24 hours a day. Transfer to Line 801 at San Leandro BART for destinations beyond San Leandro BART.","S<0x00FA>base a la l<0x00ED>nea 47 en 14th St. En lugar de la l<0x00ED>nea 801, la l<0x00ED>nea 1 dar<0x00E1> servicio a esta parada las 24 horas del d<0x00ED>a. Haga la transferencia a la l<0x00ED>nea 801 en San Leandro BART para destinos m<0x00E1>s all<0x00E1> de San Leandro BART.",w19_19,<0x5728> High St. <0x642D><0x4E58>47<0x8DEF><0x5DF4><0x58EB><0xFF0C>1<0x8DEF><0x4EE3><0x66FF>801<0x8DEF><0x5168><0x5929><0x670D><0x52A1><0x672C><0x7AD9><0x3002><0x5728> San Leandro BART <0x8F6C><0x4E58>801<0x8DEF><0x53BB> San Leandro BART <0x4E4B><0x540E><0x7684><0x8F66><0x7AD9><0x3002>
Board Line 60 across the street.,S<0x00FA>base a la l<0x00ED>nea 60 al otro lado de la calle.,w19_20,<0x5728><0x8857><0x5BF9><0x9762><0x642D><0x4E58>60<0x8DEF><0x5DF4><0x58EB><0x3002>
Board line 611 on Oak St. at 8th St. or on 10th St. at Fallon St.,S<0x00FA>base a la l<0x00ED>nea 611 en Oak St. con 8th St. o en 10th St. con Fallon St.,w19_21,<0x5728> Oak St. <0x548C> 8th St. <0x4EA4><0x53C9><0x53E3><0x7AD9><0xFF0C><0x6216> 10th St. <0x548C> Fallon St. <0x4EA4><0x53C9><0x53E3><0x7AD9><0x642D><0x4E58>611<0x8DEF><0x5DF4><0x58EB><0x3002>
Board Line 70 on 13th St. at Dunn Ave. or on Lincoln Ave. at 17th St.,S<0x00FA>base a la l<0x00ED>nea 70 en 13th St. con Dunn Ave. o en Lincoln Ave. con 17th St.,w19_22,<0x5728> 13th St. <0x548C> Dunn Ave. <0x4EA4><0x53C9><0x53E3><0x7AD9><0xFF0C><0x6216> Lincoln Ave. <0x548C> 17th St. <0x4EA4><0x53C9><0x53E3><0x7AD9><0x7684><0x642D><0x4E58>70<0x8DEF><0x5DF4><0x58EB><0x3002>
Board line 71 or 376 across the street on Griffin Dr.,S<0x00FA>base a la l<0x00ED>nea 71 o 376 al otro lado de la calle en Griffin Dr.,w19_23,<0x5728><0x8857><0x5BF9><0x9762><0x7684> Griffin Dr. <0x4E0A><0x642D><0x4E58>71<0x6216>376<0x8DEF><0x5DF4><0x58EB><0x3002>
Board line 71 or 376 across the street.,S<0x00FA>base a la l<0x00ED>nea 71 o 376 al otro lado de la calle.,w19_24,<0x5728><0x8857><0x5BF9><0x9762><0x642D><0x4E58>71<0x6216>376<0x8DEF><0x5DF4><0x58EB><0x3002>
Board line 71 or 376 on Griffin Dr. at McGlothen Way.,S<0x00FA>base a la l<0x00ED>nea 71 o 376 en Griffin Dr. con McGlothen Way.,w19_25,<0x5728> Griffin Dr. <0x548C> McGlothen Way <0x4EA4><0x53C9><0x53E3><0x7AD9><0x642D><0x4E58>71<0x6216>376<0x8DEF><0x5DF4><0x58EB><0x3002>
Board line 71 or 376 on Phanor Dr. at McGlothen Way or on Griffin Dr. at McGlothen Way.,S<0x00FA>base a la l<0x00ED>nea 71 o 376 en Phanor Dr. con McGlothen Way o en Griffin Dr. con McGlothen Way.,w19_26,<0x5728> Phanor Dr. <0x548C> McGlothen Way <0x4EA4><0x53C9><0x53E3><0x7AD9><0xFF0C><0x6216> Griffin Dr. <0x548C> McGlothen Way <0x4EA4><0x53C9><0x53E3><0x7AD9><0x642D><0x4E58>71<0x6216>376<0x8DEF><0x5DF4><0x58EB><0x3002>
Board line 71 or 376 on Phanor Dr. at McGlothen Way.,S<0x00FA>base a la l<0x00ED>nea 71 o 376 en Phanor Dr. con McGlothen Way.,w19_27,<0x5728> Phanor Dr. <0x548C> McGlothen Way <0x4EA4><0x53C9><0x53E3><0x7AD9><0x642D><0x4E58>71<0x6216>376<0x8DEF><0x5DF4><0x58EB><0x3002>
"Board line 72, 72M or 802 at Parker St. or Grayson St.","S<0x00FA>base a la l<0x00ED>nea 72, 72M u 802 en Parker St. o Grayson St.",w19_28,"<0x5728> Parker St. <0x6216> Grayson St. <0x4E0A><0x642D><0x4E58>72, 72M<0x6216>802<0x8DEF><0x5DF4><0x58EB><0x3002>"
"Board Line 80 at the stop ahead of this one, north of the station entrance.","S<0x00FA>base a la l<0x00ED>nea 80 en la parada adelante de esta, al norte de la entrada de la estaci<0x00F3>n.",w19_29,<0x5728><0x672C><0x7AD9><0x4E0A><0x4E00><0x7AD9><0xFF0C><0x5730><0x94C1><0x7AD9><0x5317><0x5165><0x53E3><0x642D><0x4E58>80<0x8DEF><0x5DF4><0x58EB><0x3002>
"Board Line 805 in the Uptown Transit Center, on T.L. Berkley Way (20th St.) between Broadway and Telegraph Ave.","S<0x00FA>base a la l<0x00ED>nea 805 en el Uptown Transit Center, en T.L. Berkley Way (20th St.) entre Broadway y Telegraph Ave.",w19_30,<0x5728> T.L. Berkley Way (20th St.)<0xFF08>Broadway <0x548C> Telegraph Ave.<0x4E4B><0x95F4><0x7684><0x8DEF><0x6BB5><0xFF09><0x4E0A><0x7684> Uptown Transit Center <0x642D><0x4E58>805<0x8DEF><0x5DF4><0x58EB><0x3002>
Board Line 90 on 85th Ave. at A St. or on Intenrational Blvd. at 85th Ave.,S<0x00FA>base a la l<0x00ED>nea 90 en 85th Ave. con A St. o en International Blvd. con 85th Ave.,w19_31,<0x5728> 85th Ave. <0x548C> A St. <0x4EA4><0x53C9><0x53E3><0x7AD9><0xFF0C><0x6216> International Blvd. <0x548C> 85th Ave. <0x4EA4><0x53C9><0x53E3><0x7AD9><0x642D><0x4E58>90<0x8DEF><0x5DF4><0x58EB><0x3002>
Board Line 90 on 85th Ave. at A St. or on Intenrational Blvd. at Auseon Ave.,S<0x00FA>base a la l<0x00ED>nea 90 en 85th Ave. con A St. o en International Blvd. con Auseon Ave.,w19_32,<0x5728> 85th Ave. <0x548C> A St. <0x4EA4><0x53C9><0x53E3><0x7AD9><0xFF0C><0x6216> International Blvd. <0x548C> Auseon Ave. <0x4EA4><0x53C9><0x53E3><0x7AD9><0x642D><0x4E58>90<0x8DEF><0x5DF4><0x58EB><0x3002>
Board Line 94 around the corner on B St.,S<0x00FA>base a la l<0x00ED>nea 94 a la vuelta de la esquina en B St.,w19_33,<0x5728> B St. <0x8857><0x89D2><0x642D><0x4E58>94<0x8DEF><0x5DF4><0x58EB><0x3002>
"Board line 96 or 611 on 10th St., or at Lake Merritt BART.","S<0x00FA>base a la l<0x00ED>nea 96 o 611 en 10th St., o en Lake Merritt BART.",w19_34,<0x5728> 10th St. <0x6216> Lake Merritt BART <0x642D><0x4E58>96<0x6216>611<0x8DEF><0x5DF4><0x58EB><0x3002>
"Board Line 99 on the lane closest to the station, one stop behind the crosswalk.  Line 710 is being discontinued.","S<0x00FA>base a la l<0x00ED>nea 99 en el carril m<0x00E1>s cercano a la estaci<0x00F3>n, una parada detr<0x00E1>s del cruce peatonal. La l<0x00ED>nea 710 ser<0x00E1> eliminada.",w19_35,<0x5728><0x79BB><0x5730><0x94C1><0x7AD9><0x6700><0x8FD1><0x7684><0x8F66><0x9053><0xFF0C><0x4EBA><0x884C><0x9053><0x540E><0x4E00><0x7AD9><0x642D><0x4E58>99<0x8DEF><0x5DF4><0x58EB><0x3002>710<0x8DEF><0x5DF4><0x58EB><0x505C><0x8FD0><0x3002>
"Board lines 1, 29, 33, 40, or 840 ahead of this stop, on 12th St. at Oak St. In place of Line 801, Line 1 will serve this stop 24 hours a day.","S<0x00FA>base a las l<0x00ED>neas 1, 29, 33, 40 u 840 adelante de esta parada, en 12th St. con Oak St. En lugar de la l<0x00ED>nea 801, la l<0x00ED>nea 1 dar<0x00E1> servicio a esta parada las 24 horas del d<0x00ED>a.",w19_36,"<0x5728><0x672C><0x7AD9><0x4E0A><0x4E00><0x7AD9><0xFF0C>12th St. <0x548C> Oak St. <0x4EA4><0x53C9><0x53E3><0x7AD9><0x642D><0x4E58>1, 29, 33, 40<0x6216>840<0x8DEF><0xFF0C>1<0x8DEF><0x4EE3><0x66FF>801<0x8DEF><0x5DF4><0x58EB><0x5168><0x5929><0x670D><0x52A1><0x672C><0x7AD9><0x3002>"
"Board lines 14, 47, or 648 at Fruitvale BART.","S<0x00FA>base a las l<0x00ED>neas 14, 47 o 648 en Fruitvale BART.",w19_37,"<0x5728> Fruitvale BART <0x642D><0x4E58>14, 47<0x6216>648<0x8DEF><0x5DF4><0x58EB><0x3002>"
"Board lines 200 or 216 to Union City BART at the stop ahead of this one, near Mowry Ave., or at the BART station bus lanes.","S<0x00FA>base a las l<0x00ED>neas 200 o 216 hacia Union City BART en la parada adelante de esta, cerca de Mowry Ave., o en los carriles de autob<0x00FA>s en la estaci<0x00F3>n de BART.",w19_38,<0x5728><0x672C><0x7AD9><0x4E0A><0x4E00><0x7AD9><0xFF0C><0x9760><0x8FD1> Mowry Ave. <0x7684><0x8F66><0x7AD9><0xFF0C><0x6216> BART <0x7AD9><0x642D><0x4E58>200<0x6216>216<0x8DEF><0x5DF4><0x58EB><0x53BB> Union City BART<0x3002>
"Board lines 46, 46L or 646 on 81st Ave. at International Blvd., or board lines 46 or 646 on 82nd Ave. at Holly St.","S<0x00FA>base a las l<0x00ED>neas 46, 46L o 646 en 81st Ave. con International Blvd., o s<0x00FA>base a las l<0x00ED>neas 46 o 646 en 82nd Ave. con Holly St.",w19_39,"<0x5728> 81st Ave. <0x548C> International Blvd. <0x4EA4><0x53C9><0x53E3><0x7AD9><0x642D><0x4E58>46, 46L<0x6216>646 <0x8DEF><0x5DF4><0x58EB><0xFF0C><0x6216><0x5728> 82nd Ave. <0x548C> Holly St. <0x4EA4><0x53C9><0x53E3><0x7AD9><0x642D><0x4E58>46<0x6216>646<0x8DEF><0x5DF4><0x58EB><0x3002>"
"Board lines 46, 46L or 646 on 82st Ave. at International Blvd., or board lines 46 or 646 on 81st Ave. at B St.","S<0x00FA>base a las l<0x00ED>neas 46, 46L o 646 en 82nd Ave. con International Blvd., o s<0x00FA>base a las l<0x00ED>neas 46 o 646 en 81st Ave. con B St.",w19_40,"<0x5728> 82st Ave. <0x548C> International Blvd. <0x4EA4><0x53C9><0x53E3><0x7AD9><0x642D><0x4E58>46, 46L<0x6216>646 <0x8DEF><0x5DF4><0x58EB><0xFF0C><0x6216><0x5728> 81st Ave. <0x548C> B St. <0x4EA4><0x53C9><0x53E3><0x7AD9><0x642D><0x4E58>46<0x6216>646<0x8DEF><0x5DF4><0x58EB><0x3002>"
"Board lines 6, 18, 72, 72M, 802, or 805 in the Uptown Transit Center, on T.L. Berkley Way (20th St.).","S<0x00FA>base a las l<0x00ED>neas 6, 18, 72, 72M, 802 u 805 en el Uptown Transit Center, en T.L Berkley Way (20th St.).",w19_41,"<0x5728> T.L. Berkley Way (20th St.) <0x4E0A><0x7684> Uptown Transit Center <0x642D><0x4E58>6, 18, 72, 72M, 802<0x6216>805<0x8DEF><0x5DF4><0x58EB><0x3002>"
"Board lines 72 and 72M at the stop behind this one, south of the station entrance.","S<0x00FA>base a las l<0x00ED>neas 72 y 72M en la parada detr<0x00E1>s de esta, al sur de la entrada de la estaci<0x00F3>n.",w19_42,<0x5728><0x672C><0x7AD9><0x4E0B><0x4E00><0x7AD9><0xFF0C><0x5730><0x94C1><0x7AD9><0x5357><0x5165><0x53E3><0x642D><0x4E58>72<0x548C>72M<0x8DEF><0x3002>
"Effective December 15, 2019, board here for all destinations on Line 96.","A partir del 15 de diciembre de 2019, s<0x00FA>base a bordo aqu<0x00ED> para todos los destinos en la l<0x00ED>nea 96.",w19_43,<0x4ECE>2019<0x5E74>12<0x6708>15<0x65E5><0x5F00><0x59CB><0xFF0C><0x5728><0x672C><0x7AD9><0x642D><0x4E58>96<0x8DEF><0x3002>
"For Line 356, board at 87th Ave. In place of Line 801, Line 1 will serve this stop 24 hours a day. Transfer to Line 801 at San Leandro BART for destinations beyond San Leandro BART.","Para la l<0x00ED>nea 356, s<0x00FA>base a bordo en 87th Ave. En lugar de la l<0x00ED>nea 801, la l<0x00ED>nea 1 dar<0x00E1> servicio a esta parada las 24 horas del d<0x00ED>a. Haga la transferencia a la l<0x00ED>nea 801 en San Leandro BART para destinos m<0x00E1>s all<0x00E1> de San Leandro BART.",w19_44,<0x5728> 87th Ave. <0x642D><0x4E58>356<0x8DEF><0x5DF4><0x58EB><0x3002>1<0x8DEF><0x4EE3><0x66FF>801<0x8DEF><0x5168><0x5929><0x670D><0x52A1><0x672C><0x7AD9><0x3002><0x5728> San Leandro BART <0x8F6C><0x4E58>801<0x8DEF><0x53BB> San Leandro BART <0x4E4B><0x540E><0x7684><0x8F66><0x7AD9><0x3002>
"For Line 356, board at 87th Ave. or on 73rd Ave. at International Blvd. In place of Line 801, Line 1 will serve this stop 24 hours a day. Transfer to Line 801 at San Leandro BART for destinations beyond San Leandro BART.","Para la l<0x00ED>nea 356, s<0x00FA>base a bordo en 87th Ave. o en 73rd Ave. con International Blvd. En lugar de la l<0x00ED>nea 801, la l<0x00ED>nea 1 dar<0x00E1> servicio a esta parada las 24 horas del d<0x00ED>a. Haga la transferencia a la l<0x00ED>nea 801 en San Leandro BART para destinos m<0x00E1>s all<0x00E1> de San Leandro BART.",w19_45,<0x5728> 87th Ave. <0x6216> 73rd Ave. <0x548C> International Blvd. <0x4EA4><0x53C9><0x53E3><0x7AD9><0x642D><0x4E58>356<0x8DEF><0x5DF4><0x58EB><0xFF0C>1<0x8DEF><0x4EE3><0x66FF>801<0x8DEF><0x5168><0x5929><0x670D><0x52A1><0x672C><0x7AD9><0x3002><0x5728> San Leandro BART <0x8F6C><0x4E58>801<0x8DEF><0x53BB> San Leandro BART <0x4E4B><0x540E><0x7684><0x8F66><0x7AD9><0x3002>
"For Line 356, board on 64th Ave. at Fenham St. or on 73rd Ave. at International Blvd. In place of Line 801, Line 1 will serve this stop 24 hours a day. Transfer to Line 801 at San Leandro BART for destinations beyond San Leandro BART.","Para la l<0x00ED>nea 356, s<0x00FA>base a bordo en 64th Ave. con Fenham St. o en 73rd Ave. con International Blvd. En lugar de la l<0x00ED>nea 801, la l<0x00ED>nea 1 dar<0x00E1> servicio a esta parada las 24 horas del d<0x00ED>a. Haga la transferencia a la l<0x00ED>nea 801 en San Leandro BART para destinos m<0x00E1>s all<0x00E1> de San Leandro BART.",w19_46,<0x5728> 64th Ave. <0x548C> Fenham St. <0x4EA4><0x53C9><0x53E3><0x7AD9><0xFF0C><0x6216> 73rd Ave. <0x548C> International Blvd. <0x4EA4><0x53C9><0x53E3><0x7AD9><0x642D><0x4E58>356<0x8DEF><0x5DF4><0x58EB><0x3002>1<0x8DEF><0x4EE3><0x66FF>801<0x8DEF><0x5168><0x5929><0x670D><0x52A1><0x672C><0x7AD9><0x3002><0x5728> San Leandro BART <0x8F6C><0x4E58>801<0x8DEF><0x53BB> San Leandro BART <0x4E4B><0x540E><0x7684><0x8F66><0x7AD9><0x3002>
"For Line 356, board on 73rd Ave. near KFC. In place of Line 801, Line 1 will serve this stop 24 hours a day. Transfer to Line 801 at San Leandro BART for destinations beyond San Leandro BART.","Para la l<0x00ED>nea 356, s<0x00FA>base a bordo en 73rd Ave. cerca del KFC. En lugar de la l<0x00ED>nea 801, la l<0x00ED>nea 1 dar<0x00E1> servicio a esta parada las 24 horas del d<0x00ED>a. Haga la transferencia a la l<0x00ED>nea 801 en San Leandro BART para destinos m<0x00E1>s all<0x00E1> de San Leandro BART.",w19_47,<0x5728> 73rd Ave. <0x4E0A><0xFF0C><0x9760><0x8FD1> KFC <0x7684><0x8F66><0x7AD9><0x642D><0x4E58>356<0x8DEF><0x5DF4><0x58EB><0x3002>1<0x8DEF><0x4EE3><0x66FF>801<0x8DEF><0x5168><0x5929><0x670D><0x52A1><0x672C><0x7AD9><0x3002><0x5728> San Leandro BART <0x8F6C><0x4E58>801<0x8DEF><0x53BB> San Leandro BART <0x4E4B><0x540E><0x7684><0x8F66><0x7AD9><0x3002>
"For Line U, take line 99 or 210, leave the bus after Peralta Blvd., and cross the tracks to board at the Line U stop outside the Amtrak/ACE station building.","Para la l<0x00ED>nea U, s<0x00FA>base a la l<0x00ED>nea 99 o 210, b<0x00E1>jese del autob<0x00FA>s despu<0x00E9>s de Peralta Blvd., y cruce las v<0x00ED>as para subirse a bordo en la parada de la l<0x00ED>nea U afuera del edificio de la estaci<0x00F3>n de Amtrak/ACE.",w19_48,<0x5982><0x9700><0x642D><0x4E58>U<0x8DEF><0x5DF4><0x58EB><0xFF0C><0x8BF7><0x642D><0x4E58>99<0x6216>210<0x8DEF><0xFF0C><0x5DF4><0x58EB><0x7ECF><0x8FC7> Peralta Blvd. <0x540E><0x4E0B><0x8F66><0xFF0C><0x5230><0x8DEF><0x5BF9><0x9762> Amtrak/ACE <0x8F66><0x7AD9><0x5916><0x7684><0x5DF4><0x58EB><0x7AD9><0x642D><0x4E58>U<0x8DEF><0x5DF4><0x58EB><0x3002>
"In place of Line 801, Line 1 will serve this stop 24 hours a day.","En lugar de la l<0x00ED>nea 801, la l<0x00ED>nea 1 dar<0x00E1> servicio a esta parada las 24 horas del d<0x00ED>a.",w19_49,1<0x8DEF><0x4EE3><0x66FF>801<0x8DEF><0x5168><0x5929><0x670D><0x52A1><0x672C><0x7AD9><0x3002>
"In place of Line 801, Line 1 will serve this stop 24 hours a day. Transfer to Line 801 at San Leandro BART for destinations beyond San Leandro BART.","En lugar de la l<0x00ED>nea 801, la l<0x00ED>nea 1 dar<0x00E1> servicio a esta parada las 24 horas del d<0x00ED>a. Haga la transferencia a la l<0x00ED>nea 801 en San Leandro BART para destinos m<0x00E1>s all<0x00E1> de San Leandro BART.",w19_50,1<0x8DEF><0x4EE3><0x66FF>801<0x8DEF><0x5168><0x5929><0x670D><0x52A1><0x672C><0x7AD9><0x3002><0x5728> San Leandro BART <0x8F6C><0x4E58>801<0x8DEF><0x53BB> San Leandro BART <0x4E4B><0x540E><0x7684><0x8F66><0x7AD9><0x3002>
Line 1 will serve this stop only in the very early morning.,La l<0x00ED>nea 1 dar<0x00E1> servicio a esta parada solamente muy temprano en la ma<0x00F1>ana.,w19_51,1<0x8DEF><0x4EC5><0x5728><0x65E9><0x4E0A><0x670D><0x52A1><0x672C><0x7AD9><0x3002>
"Line 217 will serve this stop beginning December 15, 2019. ",La l<0x00ED>nea 217 dar<0x00E1> servicio a esta parada empezando el 15 de diciembre de 2019.  ,w19_52,217<0x8DEF><0x4ECE>2019<0x5E74>12<0x6708>15<0x65E5><0x5F00><0x59CB><0x670D><0x52A1><0x672C><0x7AD9><0x3002>
"Line 705 from San Francisco to Oakland will be discontinued effective December 15, 2019. Use Line 800 (board on street level, on 1st St. at Mission St.), scheduled for 5:17 a.m., or use Line NL beginning at 6:02 a.m.","La l<0x00ED>nea 705 de San Francisco hacia Oakland ser<0x00E1> eliminada a partir del 15 de diciembre de 2019. Use la l<0x00ED>nea 800 (s<0x00FA>base a bordo en el nivel de la calle, en 1st St. con Mission St.), programada para las 5:17 a.m., o use la l<0x00ED>nea NL comenzando a las 6:02 a.m.",w19_53,2019<0x5E74>12<0x6708>15<0x65E5><0x5F00><0x59CB><0xFF0C><0x4ECE> San Francisco <0x5230> Oakland <0x7684>705<0x8DEF><0x5DF4><0x58EB><0x505C><0x8FD0><0x3002>800<0x8DEF><0x5DF4><0x58EB><0x65E9><0x4E0A>5:17<0x53D1><0x8F66><0xFF0C><0x8BF7><0x5728> 1st St. <0x548C> Mission St. <0x4EA4><0x53C9><0x53E3><0x7AD9><0x4E58><0x8F66><0xFF0C>NL<0x8DEF><0x65E9><0x4E0A>6:02<0x53D1><0x8F66><0x3002>
Line 710 is being discontinued.,La l<0x00ED>nea 710 ser<0x00E1> eliminada.,w19_54,710<0x8DEF><0x5DF4><0x58EB><0x505C><0x8FD0><0x3002>
"Line 710, and service from San Francisco to Oakland on Line 705, is being discontinued.","La l<0x00ED>nea 710, y el servicio de San Francisco hacia Oakland en la l<0x00ED>nea 705, ser<0x00E1>n eliminadas.",w19_55,710<0x8DEF><0x5DF4><0x58EB><0xFF0C><0x4EE5><0x53CA><0x4ECE> San Francisco <0x5230> Oakland <0x7684>705<0x8DEF><0x5DF4><0x58EB><0x505C><0x8FD0><0x3002>
Use VTA Line 66 for the Great Mall/Main Transit Center.,Use la l<0x00ED>nea VTA 66 para el Great Mall/Main Transit Center.,w19_56,<0x642D><0x4E58> VTA 66<0x8DEF><0x53BB> Great Mall/Main Transit Center<0x3002>
"Board behind this stop, at Christie Ave.","S<0x00FA>base a bordo detr<0x00E1>s de esta parada, en Christie Ave.",sp20-50242,<0x5728><0x672C><0x7AD9><0x540E><0xFF0C>Christie Ave. <0x4E0A><0x7684><0x8F66><0x7AD9><0x4E58><0x8F66><0x3002>
"Board behind this stop, at International Blvd.","S<0x00FA>base a bordo detr<0x00E1>s de esta parada, en International Blvd.",sp20-59509,<0x5728><0x672C><0x7AD9><0x540E><0xFF0C>International Blvd. <0x4E0A><0x7684><0x8F66><0x7AD9><0x4E58><0x8F66><0x3002>
"Board Line 14 on the lane next to the station, last stop ahead of the station entrance.","S<0x00FA>base a la l<0x00ED>nea 14 en el carril junto a la estaci<0x00F3>n, en la <0x00FA>ltima parada delante de la entrada de la estaci<0x00F3>n.",sp20-53111,<0x5728><0x9760><0x8FD1><0x5730><0x94C1><0x7AD9><0x7684><0x8F66><0x9053><0x642D><0x4E58>14<0x8DEF><0xFF0C><0x5730><0x94C1><0x7AD9><0x5165><0x53E3><0x524D><0x7684><0x6700><0x540E><0x4E00><0x7AD9><0x3002>
"Board Line 200 on the lane next to the station, first stop left of the crosswalk.","S<0x00FA>base a la l<0x00ED>nea 200 en el carril junto a la estaci<0x00F3>n, en la primera parada a la izquierda del cruce peatonal.",sp20-51008,<0x5728><0x9760><0x8FD1><0x5730><0x94C1><0x7AD9><0x7684><0x8F66><0x9053><0x642D><0x4E58>200<0x8DEF><0xFF0C><0x4EBA><0x884C><0x9053><0x5DE6><0x4FA7><0x7684><0x7B2C><0x4E00><0x4E2A><0x7AD9><0x3002>
"Board line 200 on the lane next to the station, first stop left of the crosswalk. Board Line 707 on the lane next to the station, first stop right of the crosswalk.","S<0x00FA>base a la l<0x00ED>nea 200 en el carril junto a la estaci<0x00F3>n, en la primera parada a la izquierda del cruce peatonal. S<0x00FA>base a la l<0x00ED>nea 707 en el carril junto a la estaci<0x00F3>n, en la primera parada a la derecha del cruce peatonal.",sp20-52229,<0x5728><0x9760><0x8FD1><0x5730><0x94C1><0x7AD9><0x7684><0x8F66><0x9053><0x642D><0x4E58>200<0x8DEF><0xFF0C><0x4EBA><0x884C><0x9053><0x5DE6><0x4FA7><0x7684><0x7B2C><0x4E00><0x4E2A><0x7AD9><0x3002><0x5728><0x9760><0x8FD1><0x5730><0x94C1><0x7AD9><0x7684><0x8F66><0x9053><0x642D><0x4E58>707<0x8DEF><0xFF0C><0x4EBA><0x884C><0x9053><0x53F3><0x4FA7><0x7684><0x7B2C><0x4E00><0x4E2A><0x7AD9><0x3002>
"Board Line 215 on the lane next to the station, second stop left of the crosswalk.","S<0x00FA>base a la l<0x00ED>nea 215 en el carril junto a la estaci<0x00F3>n, en la segunda parada a la izquierda del cruce peatonal.",sp20-54004,<0x5728><0x9760><0x8FD1><0x5730><0x94C1><0x7AD9><0x7684><0x8F66><0x9053><0x642D><0x4E58>215<0x8DEF><0xFF0C><0x4EBA><0x884C><0x9053><0x5DE6><0x4FA7><0x7684><0x7B2C><0x4E8C><0x4E2A><0x7AD9><0x3002>
"Board Line 232 on the second lane from the station, third stop right of the crosswalk.","S<0x00FA>base a la l<0x00ED>nea 232 en el segundo carril de la estaci<0x00F3>n, en la tercera parada a la derecha del cruce peatonal.",sp20-55597,<0x5728><0x5730><0x94C1><0x7AD9><0x65C1><0x7684><0x7B2C><0x4E8C><0x6761><0x8F66><0x9053><0x642D><0x4E58>232<0x8DEF><0xFF0C><0x4EBA><0x884C><0x9053><0x53F3><0x4FA7><0x7684><0x7B2C><0x4E09><0x4E2A><0x7AD9><0x3002>
"Board Line 239 on the lane next to the station, fourth stop right of the crosswalk.","S<0x00FA>base a la l<0x00ED>nea 239 en el carril junto a la estaci<0x00F3>n, en la cuarta parada a la derecha del cruce peatonal.",sp20-55645,<0x5728><0x9760><0x8FD1><0x5730><0x94C1><0x7AD9><0x7684><0x8F66><0x9053><0x642D><0x4E58>239<0x8DEF><0xFF0C><0x4EBA><0x884C><0x9053><0x53F3><0x4FA7><0x7684><0x7B2C><0x56DB><0x4E2A><0x7AD9><0x3002>
"Board Line 251 on the second lane from the station, second stop right of the crosswalk.","S<0x00FA>base a la l<0x00ED>nea 251 en el segundo carril de la estaci<0x00F3>n, en la segunda parada a la derecha del cruce peatonal.",sp20-51512,<0x5728><0x5730><0x94C1><0x7AD9><0x65C1><0x7684><0x7B2C><0x4E8C><0x6761><0x8F66><0x9053><0x642D><0x4E58>251<0x8DEF><0xFF0C><0x4EBA><0x884C><0x9053><0x53F3><0x4FA7><0x7684><0x7B2C><0x4E8C><0x4E2A><0x7AD9><0x3002>
Board Line 28 to San Leandro BART two stops ahead of this one. Board Line 28 to Hayward BART three stops ahead of this one.,S<0x00FA>base a la l<0x00ED>nea 28 hacia San Leandro BART dos paradas delante de esta. S<0x00FA>base a la l<0x00ED>nea 28 hacia Hayward BART tres paradas delante de esta.,sp20-59713,<0x5728><0x672C><0x7AD9><0x524D><0x4E24><0x7AD9><0x5904><0x642D><0x4E58>28<0x8DEF><0x53BB> San Leandro BART<0x3002><0x5728><0x672C><0x7AD9><0x524D><0x4E09><0x7AD9><0x5904><0x642D><0x4E58>28<0x8DEF><0x53BB> Hayward BART<0x3002>
